0.000000000000000000e+00 -1.630970654652261548e-08
1.562505245953012267e-01 -1.630570859978877809e-08
3.125010492337051971e-01 -1.630440317412038839e-08
3.906263115690737919e-01 -1.630389607877180577e-08
4.687515739152208205e-01 -1.630371135287200889e-08
5.468768362721477816e-01 -1.630376313066558100e-08
6.250020986398550082e-01 -1.630402044547897721e-08
7.031273610183434997e-01 -1.630442489808085469e-08
7.812526234076136999e-01 -1.630492766314310950e-08
8.593778858076664973e-01 -1.630542636654205600e-08
9.375031482185026688e-01 -1.630593600751716926e-08
1.015628410640122992e+00 -1.630637119430838835e-08
1.093753673072528798e+00 -1.630669146964674073e-08
1.171878935515720865e+00 -1.630692169818354932e-08
1.250004197969700082e+00 -1.630700986241099048e-08
1.328129460434468001e+00 -1.630699463880667548e-08
1.406254722910024846e+00 -1.630687536325430291e-08
1.484379985396372170e+00 -1.630666634180795763e-08
1.562505247893510640e+00 -1.630638466683839784e-08
1.640630510401441366e+00 -1.630606523181050911e-08
1.718755772920165015e+00 -1.630573462308402877e-08
1.796881035449682695e+00 -1.630538885491814308e-08
1.875006297989995518e+00 -1.630508386695469175e-08
1.953131560541104150e+00 -1.630482137538674000e-08
2.031256823103009701e+00 -1.630462270445664723e-08
2.109382085675712837e+00 -1.630448494918230866e-08
2.187507348259214446e+00 -1.630441418577876147e-08
2.265632610853515860e+00 -1.630443503117899292e-08
2.343757873458617969e+00 -1.630451512826758589e-08
2.421883136074521214e+00 -1.630465807695605967e-08
2.500008398701226930e+00 -1.630487920263334996e-08
2.578133661338736005e+00 -1.630511490237565741e-08
2.656258923987048881e+00 -1.630537890374595633e-08
2.734384186646167336e+00 -1.630569677832065480e-08
2.812509449316091814e+00 -1.630598335296116205e-08
2.890634711996823647e+00 -1.630628797303498378e-08
2.968759974688363279e+00 -1.630654093434915067e-08
3.046885237390711598e+00 -1.630679323216386127e-08
3.125010500103869937e+00 -1.630696513996975316e-08
3.203135762827839184e+00 -1.630710503427949163e-08
3.281261025562620226e+00 -1.630722716266478417e-08
3.359386288305026280e+00 -1.630725951093589684e-08
3.437511551057662817e+00 -1.630725449455635262e-08
3.515636813820944617e+00 -1.630720199863863268e-08
3.593762076594872124e+00 -1.630710743325748097e-08
3.671887339379445780e+00 -1.630698847390044958e-08
3.750012602174667364e+00 -1.630681543489797159e-08
3.828137864980536875e+00 -1.630662958970838368e-08
3.906263127797055645e+00 -1.630646294838318788e-08
3.984388390624224563e+00 -1.630624314473410981e-08
4.062513653462044516e+00 -1.630606848714677222e-08
4.140638916310516393e+00 -1.630590584153099848e-08
4.218764179169640194e+00 -1.630573937796950043e-08
4.296889442039417695e+00 -1.630562430734588818e-08
4.375014704919848896e+00 -1.630555360779667412e-08
4.453139967810935573e+00 -1.630550602927512485e-08
4.531265230712677727e+00 -1.630549008577423565e-08
4.609390493625078022e+00 -1.630554779029283898e-08
4.687515756548135570e+00 -1.630561911970259838e-08
4.765641019481852148e+00 -1.630573458148468232e-08
4.843766282426226866e+00 -1.630591007251559407e-08
4.921891545381262389e+00 -1.630608196877551037e-08
5.000016808346959607e+00 -1.630631783473220810e-08
5.078142071323319406e+00 -1.630653254950256411e-08
5.156267334310340900e+00 -1.630679871449402287e-08
5.234392597308025863e+00 -1.630707028149827517e-08
5.312517860316375184e+00 -1.630730123354057748e-08
5.390643123335389753e+00 -1.630756076217980533e-08
5.468768386365071343e+00 -1.630779035335935717e-08
5.546893649405419957e+00 -1.630799412781380511e-08
5.625018912456435594e+00 -1.630818895231506614e-08
5.703144175518120029e+00 -1.630834817059642054e-08
5.781269438590475040e+00 -1.630845835247839115e-08
5.859394701673499739e+00 -1.630854318903769029e-08
5.937519964767195901e+00 -1.630857587728286699e-08
