0.000000000000000000e+00 1.190202190327072095e-10
1.562505245952352517e-01 1.102671233977022065e-10
3.125010492335642542e-01 1.109762033132146916e-10
3.906263115688919929e-01 1.108315811426256170e-10
4.687515739149964444e-01 1.108220576679513851e-10
5.468768362718789966e-01 1.108014733135390486e-10
6.250020986395405931e-01 1.108000502250855748e-10
7.031273610179819000e-01 1.107554295610215295e-10
7.812526234072042497e-01 1.107072950396531069e-10
8.593778858072085303e-01 1.106986049608875456e-10
9.375031482179960740e-01 1.106676724422396982e-10
1.015628410639567436e+00 1.106380100925684837e-10
1.093753673071923727e+00 1.106424314608105898e-10
1.171878935515066056e+00 1.106210872730250255e-10
1.250004197968995090e+00 1.106183931427601919e-10
1.328129460433712161e+00 1.105989613176601537e-10
1.406254722909218380e+00 1.105820841267965342e-10
1.484379985395514412e+00 1.106137088858735503e-10
1.562505247892600035e+00 1.105968490866917544e-10
1.640630510400478581e+00 1.105856426842525859e-10
1.718755772919149827e+00 1.105847708747843866e-10
1.796881035448614217e+00 1.105557562917918998e-10
1.875006297988873749e+00 1.105675515339344879e-10
1.953131560539929090e+00 1.105647645903279788e-10
2.031256823101781794e+00 1.105813443362243182e-10
2.109382085674432084e+00 1.105316472630766054e-10
2.187507348257880846e+00 1.105496343133065260e-10
2.265632610852129858e+00 1.105448597381396932e-10
2.343757873457180008e+00 1.105329807457054740e-10
2.421883136073031739e+00 1.105593191945525878e-10
2.500008398699686385e+00 1.105694877376371548e-10
2.578133661337144833e+00 1.105444051843338167e-10
2.656258923985407971e+00 1.105207301018755301e-10
2.734384186644476689e+00 1.105337198918997277e-10
2.812509449314352317e+00 1.105418214882198059e-10
2.890634711995035300e+00 1.105079734070066993e-10
2.968759974686527414e+00 1.105282489078001701e-10
3.046885237388829548e+00 1.105007952890088860e-10
3.125010500101942146e+00 1.104769105232835828e-10
3.203135762825866539e+00 1.104995208895861428e-10
3.281261025560603617e+00 1.104695450628260961e-10
3.359386288303232160e+00 1.105061198547886608e-10
3.437511551055818071e+00 1.104863036616208293e-10
3.515636813819048800e+00 1.104300158872534437e-10
3.593762076592923904e+00 1.104429646000891618e-10
3.671887339377444714e+00 1.104545620175618205e-10
3.750012602172612119e+00 1.104367085967726792e-10
3.828137864978426563e+00 1.104236752691887795e-10
3.906263127794889378e+00 1.104194840950045798e-10
3.984388390622001896e+00 1.104047019919096710e-10
4.062513653459763674e+00 1.104285089766313454e-10
4.140638916308176043e+00 1.104050192570686416e-10
4.218764179167240336e+00 1.103974573981951183e-10
4.296889442036955664e+00 1.104177566926934417e-10
4.375014704917325581e+00 1.103844663116719263e-10
4.453139967808348310e+00 1.103768002058185230e-10
4.531265230710026515e+00 1.103742002619828054e-10
4.609390493622360196e+00 1.103685676342281549e-10
4.687515756545350243e+00 1.103650553919324409e-10
4.765641019478996654e+00 1.103667926348136724e-10
4.843766282423301206e+00 1.103361846226514928e-10
4.921891545378264787e+00 1.103347387379426137e-10
5.000016808343888286e+00 1.103517281828705320e-10
5.078142071320170814e+00 1.103263476251530052e-10
5.156267334307115924e+00 1.103355396982913010e-10
5.234392597304721839e+00 1.103374550991769794e-10
5.312517860312991225e+00 1.103065734364972355e-10
5.390643123331923192e+00 1.103070287871417444e-10
5.468768386361520406e+00 1.102989721577208644e-10
5.546893649401782866e+00 1.103108542518255281e-10
5.625018912452710573e+00 1.102997457275539435e-10
5.703144175514304415e+00 1.102892877962459672e-10
5.781269438586567055e+00 1.103035418445532715e-10
5.859394701669498495e+00 1.102915043686278477e-10
5.937519964763098734e+00 1.102825112619577228e-10
6.015645227867368661e+00 1.102775317820951808e-10
6.093770490982309163e+00 1.102749971924962054e-10
6.171895754107921128e+00 1.102876113936163229e-10
6.250021017244205446e+00 1.102736712202529976e-10
6.328146280391163891e+00 1.102594903046270372e-10
6.406271543548796465e+00 1.102740845169061500e-10
6.484396806717102280e+00 1.102606759035235131e-10
6.562522069896084886e+00 1.102700969584445612e-10
6.640647333085744286e+00 1.102711743033030164e-10
6.718772596286080478e+00 1.102631228655678885e-10
6.796897859497095240e+00 1.102493357856084839e-10
6.875023122718788571e+00 1.102617603554401269e-10
6.953148385951161359e+00 1.102394603181214212e-10
7.031273649194215380e+00 1.102311080313247450e-10
7.109398912447950636e+00 1.102447733838816569e-10
7.187524175712367125e+00 1.102418188750764652e-10
7.265649438987467512e+00 1.102424000316417147e-10
