0.000000000000000000e+00 -1.631271920733333503e-08 -7.011152374971109460e-15
1.562504586276873830e-01 -1.630765551288791786e-08 -6.165654497363862222e-15
3.125009171204035097e-01 -1.630617033141690887e-08 -6.308999315578598600e-15
3.515635317224936052e-01 -1.630591203024466694e-08 -6.318397892170337655e-15
3.906261463161481151e-01 -1.630573481812764532e-08 -6.324751622128727524e-15
4.687513754781495456e-01 -1.630553571645436587e-08 -6.235096327559365094e-15
5.468766046064086339e-01 -1.630557111822798805e-08 -9.457027225101398080e-15
6.250018337009248803e-01 -1.630586388871507784e-08 -2.346086138274279632e-16
7.031270627616985625e-01 -1.630624982060698228e-08 -1.140658891692116190e-14
7.812522917887293472e-01 -1.630674882937268165e-08 -3.255886748809748061e-15
8.593775207820175677e-01 -1.630727829649547670e-08 -6.994381989824017268e-15
9.375027497415631128e-01 -1.630776458981400918e-08 -6.731229283826959550e-15
1.015627978667365872e+00 -1.630818801556699639e-08 -4.570921703189031958e-15
1.093753207559425400e+00 -1.630851896927695648e-08 -8.410091374724926473e-15
1.171878436417742142e+00 -1.630874571508021790e-08 -3.379766869495102854e-15
1.250003665242315432e+00 -1.630881840001915652e-08 -8.717531464989661198e-15
1.328128894033145713e+00 -1.630881942401134190e-08 -4.851097267283501443e-15
1.406254122790232763e+00 -1.630868284224223995e-08 -6.247074548973157836e-15
1.484379351513576362e+00 -1.630848378247246788e-08 -7.439127926490949703e-15
1.562504580203176507e+00 -1.630820479525141281e-08 -4.671425896857292746e-15
1.640629808859033645e+00 -1.630787332029249785e-08 -8.292328845335724805e-15
1.718755037481146886e+00 -1.630754797853767175e-08 -4.755568009351159191e-15
1.796880266069517118e+00 -1.630721685031938652e-08 -7.037474291214324716e-15
1.875005494624143454e+00 -1.630690023740472646e-08 -7.069683147707028614e-15
1.953130723145026559e+00 -1.630663973114467454e-08 -5.030862722675049585e-15
2.031255951632166212e+00 -1.630644954804935668e-08 -6.823366724472960527e-15
2.109381180085562413e+00 -1.630628116852753218e-08 -7.597740163029163012e-15
2.187506408505214939e+00 -1.630625513926705528e-08 -3.356759263464514861e-15
2.265631636891123790e+00 -1.630623794370656123e-08 -9.368640888106556095e-15
2.343756865243288967e+00 -1.630633538169759161e-08 -3.732767403669641879e-15
2.421882093561710469e+00 -1.630647302437850071e-08 -7.702077007699255279e-15
2.500007321846388297e+00 -1.630667579776109101e-08 -4.639092039873185719e-15
2.578132550097322451e+00 -1.630693114097970669e-08 -7.853582012263240106e-15
2.656257778314512485e+00 -1.630720816052753532e-08 -4.262226561380471545e-15
2.734383006497958402e+00 -1.630750019521387905e-08 -7.246319036160987060e-15
2.812508234647660643e+00 -1.630780879931129748e-08 -5.814486560393844497e-15
2.890633462763618766e+00 -1.630810778681953286e-08 -6.065600307887357661e-15
2.968758690845832326e+00 -1.630833885594794063e-08 -5.680246068346986811e-15
3.046883918894302656e+00 -1.630861487021725483e-08 -7.595433850020987391e-15
3.125009146909028424e+00 -1.630879044472393851e-08 -4.324724783022835828e-15
3.203134374890010072e+00 -1.630894704086552174e-08 -7.918772472119717608e-15
3.281259602837247602e+00 -1.630904647845643226e-08 -5.205909198364631752e-15
3.359384830750740569e+00 -1.630908699919645882e-08 -7.106811586685786008e-15
3.437510058630489862e+00 -1.630907363845718935e-08 -5.304456266016691919e-15
3.515635286476494592e+00 -1.630905505230150350e-08 -7.588806473316694080e-15
3.593760514288755203e+00 -1.630894075017741780e-08 -5.166619335645941840e-15
3.671885742067271252e+00 -1.630882339897574918e-08 -6.241596241843465562e-15
3.750010969812043182e+00 -1.630865118417276452e-08 -8.514926431861501455e-15
3.828136197523070550e+00 -1.630847449743855936e-08 -1.181069670183091994e-15
3.906261425200353798e+00 -1.630828265370526402e-08 -1.297751892169830127e-14
3.984386652843892485e+00 -1.630808803777251556e-08 5.167205897149391315e-16
4.062511880453685720e+00 -1.630791486798995377e-08 -1.104928941156815395e-14
4.140637108029735280e+00 -1.630773517532567661e-08 -3.573371677928312834e-15
4.218762335572039390e+00 -1.630759212581819639e-08 -6.565065732055796745e-15
4.296887563080598937e+00 -1.630746755230175680e-08 -7.010165950998026602e-15
4.375012790555413922e+00 -1.630738360972549158e-08 -4.793693746630853285e-15
4.453138017996484344e+00 -1.630731728683833415e-08 -7.171711708071954945e-15
4.531263245403810203e+00 -1.630736328129432627e-08 -6.002814540722338813e-15
4.609388472777391499e+00 -1.630739467324830745e-08 -5.432242258972864921e-15
4.687513700117228233e+00 -1.630745401820054519e-08 -7.418048868261775876e-15
4.765638927423319515e+00 -1.630760442241241483e-08 -5.351184529964631703e-15
4.843764154695666235e+00 -1.630773310752660785e-08 -6.555640521205009557e-15
4.921889381934268393e+00 -1.630794441557852243e-08 -6.726370574449877174e-15
5.000014609139125099e+00 -1.630816107324150748e-08 -4.794856287643455396e-15
5.078139836310237243e+00 -1.630837281503031765e-08 -8.903635878640152509e-15
5.156265063447603936e+00 -1.630863586301402055e-08 -2.743098969933395420e-15
5.234390290551226066e+00 -1.630890401737950125e-08 -9.962512813215059152e-15
5.312515517621102745e+00 -1.630914754118978917e-08 -2.682836432405541674e-15
5.390640744657234862e+00 -1.630938016701875331e-08 -9.025815316170993468e-15
5.468765971659621528e+00 -1.630963811476953871e-08 -4.339024082373629714e-15
5.546891198628263631e+00 -1.630982918567603125e-08 -6.832062925949086734e-15
5.625016425563160283e+00 -1.631003623100773555e-08 -5.949339890786180133e-15
5.703141652464311484e+00 -1.631016696899674995e-08 -6.614146199304602839e-15
5.781266879331718123e+00 -1.631030258086365528e-08 -4.690584801768210135e-15
5.859392106165380198e+00 -1.631036351501690174e-08 -8.377611128828677891e-15
5.937517332965296823e+00 -1.631041390530944708e-08 -3.531733019733414071e-15
6.015642559731467998e+00 -1.631043098325061520e-08 -8.597694311931025294e-15
6.093767786463893721e+00 -1.631037174671983879e-08 -3.976039623792838386e-15
6.171893013162573993e+00 -1.631030945899785102e-08 -8.289956803714051901e-15
6.250018239827508815e+00 -1.631017752748785411e-08 -4.036747899357981168e-15
6.328143466458698185e+00 -1.631005611832541701e-08 -8.550352893373789336e-15
6.406268693056142993e+00 -1.630986664132086348e-08 -3.630174371547204313e-15
6.484393919619842350e+00 -1.630966886630510923e-08 -8.628894147856009103e-15
6.562519146149796256e+00 -1.630947154020594457e-08 -4.056914527507166269e-15
6.640644372646003823e+00 -1.630922955680801760e-08 -7.674125644678423926e-15
6.718769599108467716e+00 -1.630900371713182387e-08 -4.393090556350346516e-15
6.796894825537185270e+00 -1.630879142166454217e-08 -8.089593916991296199e-15
6.875020051932158260e+00 -1.630857586281781403e-08 -3.754640785318682120e-15
6.953145278293384912e+00 -1.630837347503938939e-08 -7.703061766254561646e-15
7.031270504620867001e+00 -1.630820033523736355e-08 -5.300723917017279803e-15
7.109395730914603639e+00 -1.630806975295243036e-08 -6.408322030377978363e-15
7.187520957174595715e+00 -1.630796007800926614e-08 -5.127832717461084946e-15
7.265646183400841451e+00 -1.630787485726263932e-08 -8.478161411908002327e-15
7.343771409593341737e+00 -1.630783694714195829e-08 -2.865737765149946196e-15
7.421896635752097460e+00 -1.630781942393132263e-08 -9.264246439246915972e-15
7.500021861877107732e+00 -1.630788845886913759e-08 -4.444741699902592451e-15
7.578147087968371665e+00 -1.630796065536548161e-08 -6.077226261173359826e-15
